"s_songid","s_albumid","s_songname","s_genre","duration","s_times_played"
31690,3217,"songName31690","Jazz","05:00:00",0
31691,6609,"songName31691","Jazz","06:00:00",0
31692,8113,"songName31692","Jazz","05:00:00",0
31693,6236,"songName31693","Jazz","05:00:00",0
31694,3064,"songName31694","Jazz","07:00:00",0
31695,4568,"songName31695","Jazz","07:00:00",0
31696,3529,"songName31696","Jazz","05:00:00",0
31697,4181,"songName31697","Jazz","07:00:00",0
31698,3541,"songName31698","Jazz","06:00:00",0
31699,2936,"songName31699","Jazz","05:00:00",0
31700,9185,"songName31700","Jazz","05:00:00",0
31701,8219,"songName31701","Jazz","05:00:00",0
31702,9910,"songName31702","Jazz","06:00:00",0
31703,485,"songName31703","Jazz","06:00:00",0
31704,8538,"songName31704","Jazz","06:00:00",0
31705,6000,"songName31705","Jazz","05:00:00",0
31706,5611,"songName31706","Jazz","06:00:00",0
31707,1030,"songName31707","Jazz","06:00:00",0
31708,159,"songName31708","Jazz","05:00:00",0
31709,9221,"songName31709","Jazz","06:00:00",0
31710,3287,"songName31710","Jazz","05:00:00",0
31711,8656,"songName31711","Jazz","07:00:00",0
31712,8576,"songName31712","Jazz","05:00:00",0
31713,7312,"songName31713","Jazz","05:00:00",0
31714,5370,"songName31714","Jazz","05:00:00",0
31715,3813,"songName31715","Jazz","07:00:00",0
31716,8150,"songName31716","Jazz","07:00:00",0
31717,6112,"songName31717","Jazz","07:00:00",0
31718,1759,"songName31718","Jazz","06:00:00",0
31719,4941,"songName31719","Jazz","05:00:00",0
31720,5804,"songName31720","Jazz","07:00:00",0
31721,3392,"songName31721","Jazz","07:00:00",0
31722,3044,"songName31722","Jazz","06:00:00",0
31723,5237,"songName31723","Jazz","06:00:00",0
31724,8647,"songName31724","Jazz","06:00:00",0
31725,579,"songName31725","Jazz","06:00:00",0
31726,9565,"songName31726","Jazz","06:00:00",0
31727,1220,"songName31727","Jazz","05:00:00",0
31728,7409,"songName31728","Jazz","06:00:00",0
31729,5822,"songName31729","Jazz","07:00:00",0
31730,7435,"songName31730","Jazz","06:00:00",0
31731,1413,"songName31731","Jazz","06:00:00",0
31732,7626,"songName31732","Jazz","05:00:00",0
31733,9532,"songName31733","Jazz","05:00:00",0
31734,5551,"songName31734","Jazz","05:00:00",0
31735,5647,"songName31735","Jazz","07:00:00",0
31736,5708,"songName31736","Jazz","05:00:00",0
31737,2277,"songName31737","Jazz","06:00:00",0
31738,4267,"songName31738","Jazz","06:00:00",0
31739,9461,"songName31739","Jazz","05:00:00",0
31740,9736,"songName31740","Jazz","05:00:00",0
31741,4015,"songName31741","Jazz","07:00:00",0
31742,6196,"songName31742","Jazz","07:00:00",0
31743,8999,"songName31743","Jazz","07:00:00",0
31744,7602,"songName31744","Jazz","06:00:00",0
31745,8076,"songName31745","Jazz","06:00:00",0
31746,5757,"songName31746","Jazz","07:00:00",0
31747,8729,"songName31747","Jazz","07:00:00",0
31748,3050,"songName31748","Jazz","07:00:00",0
31749,8757,"songName31749","Jazz","06:00:00",0
31750,5670,"songName31750","Jazz","05:00:00",0
31751,9489,"songName31751","Jazz","05:00:00",0
31752,6505,"songName31752","Jazz","05:00:00",0
31753,7720,"songName31753","Jazz","07:00:00",0
31754,8802,"songName31754","Jazz","05:00:00",0
31755,9322,"songName31755","Jazz","06:00:00",0
31756,4849,"songName31756","Jazz","07:00:00",0
31757,4918,"songName31757","Jazz","05:00:00",0
31758,1521,"songName31758","Jazz","05:00:00",0
31759,704,"songName31759","Jazz","06:00:00",0
31760,9480,"songName31760","Jazz","05:00:00",0
31761,6394,"songName31761","Jazz","06:00:00",0
31762,9898,"songName31762","Jazz","07:00:00",0
31763,7542,"songName31763","Jazz","07:00:00",0
31764,8314,"songName31764","Jazz","06:00:00",0
31765,6755,"songName31765","Jazz","07:00:00",0
31766,4170,"songName31766","Jazz","05:00:00",0
31767,4339,"songName31767","Jazz","07:00:00",0
31768,4918,"songName31768","Jazz","07:00:00",0
31769,6515,"songName31769","Jazz","06:00:00",0
31770,3432,"songName31770","Jazz","07:00:00",0
31771,9160,"songName31771","Jazz","05:00:00",0
31772,8477,"songName31772","Jazz","05:00:00",0
31773,4803,"songName31773","Jazz","07:00:00",0
31774,1030,"songName31774","Jazz","06:00:00",0
31775,3772,"songName31775","Jazz","06:00:00",0
31776,2182,"songName31776","Jazz","07:00:00",0
31777,745,"songName31777","Jazz","05:00:00",0
31778,5813,"songName31778","Jazz","07:00:00",0
31779,2867,"songName31779","Jazz","07:00:00",0
31780,3845,"songName31780","Jazz","06:00:00",0
31781,6017,"songName31781","Jazz","05:00:00",0
31782,2338,"songName31782","Jazz","05:00:00",0
31783,9052,"songName31783","Jazz","05:00:00",0
31784,2617,"songName31784","Jazz","07:00:00",0
31785,7482,"songName31785","Jazz","05:00:00",0
31786,9430,"songName31786","Jazz","05:00:00",0
31787,3791,"songName31787","Jazz","06:00:00",0
31788,9304,"songName31788","Jazz","05:00:00",0
31789,6380,"songName31789","Jazz","06:00:00",0
31790,8965,"songName31790","Jazz","05:00:00",0
31791,9823,"songName31791","Jazz","07:00:00",0
31792,9862,"songName31792","Jazz","07:00:00",0
31793,1916,"songName31793","Jazz","05:00:00",0
31794,911,"songName31794","Jazz","06:00:00",0
31795,9018,"songName31795","Jazz","05:00:00",0
31796,8314,"songName31796","Jazz","07:00:00",0
31797,8616,"songName31797","Jazz","07:00:00",0
31798,263,"songName31798","Jazz","06:00:00",0
31799,4599,"songName31799","Jazz","07:00:00",0
31800,4995,"songName31800","Jazz","06:00:00",0
31801,1879,"songName31801","Jazz","05:00:00",0
31802,5614,"songName31802","Jazz","07:00:00",0
31803,6546,"songName31803","Jazz","05:00:00",0
31804,2437,"songName31804","Jazz","07:00:00",0
31805,4153,"songName31805","Jazz","06:00:00",0
31806,2906,"songName31806","Jazz","06:00:00",0
31807,8195,"songName31807","Jazz","06:00:00",0
31808,1629,"songName31808","Jazz","06:00:00",0
31809,1011,"songName31809","Jazz","07:00:00",0
31810,7161,"songName31810","Jazz","07:00:00",0
31811,6802,"songName31811","Jazz","05:00:00",0
31812,1089,"songName31812","Jazz","06:00:00",0
31813,5211,"songName31813","Jazz","05:00:00",0
31814,206,"songName31814","Jazz","05:00:00",0
31815,6699,"songName31815","Jazz","06:00:00",0
31816,1904,"songName31816","Jazz","05:00:00",0
31817,4898,"songName31817","Jazz","06:00:00",0
31818,3928,"songName31818","Jazz","05:00:00",0
31819,458,"songName31819","Jazz","05:00:00",0
31820,3336,"songName31820","Jazz","07:00:00",0
31821,2168,"songName31821","Jazz","06:00:00",0
31822,9932,"songName31822","Jazz","06:00:00",0
31823,7878,"songName31823","Jazz","07:00:00",0
31824,4089,"songName31824","Jazz","07:00:00",0
31825,683,"songName31825","Jazz","07:00:00",0
31826,6110,"songName31826","Jazz","07:00:00",0
31827,3029,"songName31827","Jazz","05:00:00",0
31828,2477,"songName31828","Jazz","07:00:00",0
31829,8354,"songName31829","Jazz","07:00:00",0
31830,2772,"songName31830","Jazz","06:00:00",0
31831,8176,"songName31831","Jazz","06:00:00",0
31832,9173,"songName31832","Jazz","05:00:00",0
31833,6348,"songName31833","Jazz","06:00:00",0
31834,7926,"songName31834","Jazz","07:00:00",0
31835,3463,"songName31835","Jazz","05:00:00",0
31836,459,"songName31836","Jazz","05:00:00",0
31837,8739,"songName31837","Jazz","07:00:00",0
31838,6934,"songName31838","Jazz","06:00:00",0
31839,4819,"songName31839","Jazz","05:00:00",0
31840,2702,"songName31840","Jazz","06:00:00",0
31841,4210,"songName31841","Jazz","06:00:00",0
31842,7835,"songName31842","Jazz","05:00:00",0
31843,9567,"songName31843","Jazz","07:00:00",0
31844,5456,"songName31844","Jazz","07:00:00",0
31845,404,"songName31845","Jazz","06:00:00",0
31846,8246,"songName31846","Jazz","06:00:00",0
31847,3222,"songName31847","Jazz","07:00:00",0
31848,4259,"songName31848","Jazz","05:00:00",0
31849,2440,"songName31849","Jazz","07:00:00",0
31850,4657,"songName31850","Jazz","06:00:00",0
31851,4805,"songName31851","Jazz","07:00:00",0
31852,841,"songName31852","Jazz","07:00:00",0
31853,3668,"songName31853","Jazz","06:00:00",0
31854,2317,"songName31854","Jazz","05:00:00",0
31855,7796,"songName31855","Jazz","06:00:00",0
31856,8643,"songName31856","Jazz","05:00:00",0
31857,4998,"songName31857","Jazz","07:00:00",0
31858,2241,"songName31858","Jazz","07:00:00",0
31859,3263,"songName31859","Jazz","05:00:00",0
31860,9873,"songName31860","Jazz","07:00:00",0
31861,6050,"songName31861","Jazz","07:00:00",0
31862,1269,"songName31862","Jazz","07:00:00",0
31863,8723,"songName31863","Jazz","07:00:00",0
31864,7614,"songName31864","Jazz","06:00:00",0
31865,5360,"songName31865","Jazz","06:00:00",0
31866,1754,"songName31866","Jazz","07:00:00",0
31867,2989,"songName31867","Jazz","06:00:00",0
31868,1036,"songName31868","Jazz","07:00:00",0
31869,1513,"songName31869","Jazz","06:00:00",0
31870,8493,"songName31870","Jazz","06:00:00",0
31871,9059,"songName31871","Jazz","05:00:00",0
31872,4988,"songName31872","Jazz","05:00:00",0
31873,3079,"songName31873","Jazz","07:00:00",0
31874,8447,"songName31874","Jazz","07:00:00",0
31875,5649,"songName31875","Jazz","07:00:00",0
31876,4741,"songName31876","Jazz","05:00:00",0
31877,5444,"songName31877","Jazz","05:00:00",0
31878,760,"songName31878","Jazz","07:00:00",0
31879,2659,"songName31879","Jazz","06:00:00",0
31880,7323,"songName31880","Jazz","06:00:00",0
31881,7871,"songName31881","Jazz","06:00:00",0
31882,2327,"songName31882","Jazz","05:00:00",0
31883,9022,"songName31883","Jazz","06:00:00",0
31884,8723,"songName31884","Jazz","05:00:00",0
31885,9731,"songName31885","Jazz","07:00:00",0
31886,3573,"songName31886","Jazz","07:00:00",0
31887,4923,"songName31887","Jazz","06:00:00",0
31888,1707,"songName31888","Jazz","05:00:00",0
31889,9180,"songName31889","Jazz","06:00:00",0
31890,8239,"songName31890","Jazz","06:00:00",0
31891,5628,"songName31891","Jazz","07:00:00",0
31892,5702,"songName31892","Jazz","07:00:00",0
31893,3694,"songName31893","Jazz","05:00:00",0
31894,6161,"songName31894","Jazz","07:00:00",0
31895,3993,"songName31895","Jazz","06:00:00",0
31896,8608,"songName31896","Jazz","07:00:00",0
31897,6044,"songName31897","Jazz","07:00:00",0
31898,4929,"songName31898","Jazz","07:00:00",0
31899,9101,"songName31899","Jazz","07:00:00",0
31900,3540,"songName31900","Jazz","06:00:00",0
31901,8055,"songName31901","Jazz","06:00:00",0
31902,5936,"songName31902","Jazz","06:00:00",0
31903,4669,"songName31903","Jazz","05:00:00",0
31904,6158,"songName31904","Jazz","06:00:00",0
31905,6253,"songName31905","Jazz","06:00:00",0
31906,7662,"songName31906","Jazz","06:00:00",0
31907,9512,"songName31907","Jazz","06:00:00",0
31908,1314,"songName31908","Jazz","07:00:00",0
31909,4804,"songName31909","Jazz","06:00:00",0
31910,6549,"songName31910","Jazz","05:00:00",0
31911,8094,"songName31911","Jazz","06:00:00",0
31912,7844,"songName31912","Jazz","05:00:00",0
31913,5571,"songName31913","Jazz","05:00:00",0
31914,9047,"songName31914","Jazz","05:00:00",0
31915,1195,"songName31915","Jazz","06:00:00",0
31916,1558,"songName31916","Jazz","05:00:00",0
31917,2923,"songName31917","Jazz","07:00:00",0
31918,4631,"songName31918","Jazz","07:00:00",0
31919,424,"songName31919","Jazz","05:00:00",0
31920,6082,"songName31920","Jazz","06:00:00",0
31921,2757,"songName31921","Jazz","05:00:00",0
31922,7500,"songName31922","Jazz","06:00:00",0
31923,4716,"songName31923","Jazz","07:00:00",0
31924,2271,"songName31924","Jazz","05:00:00",0
31925,3731,"songName31925","Jazz","07:00:00",0
31926,3246,"songName31926","Jazz","06:00:00",0
31927,9406,"songName31927","Jazz","06:00:00",0
31928,2672,"songName31928","Jazz","06:00:00",0
31929,2602,"songName31929","Jazz","05:00:00",0
31930,4877,"songName31930","Jazz","05:00:00",0
31931,6237,"songName31931","Jazz","05:00:00",0
31932,111,"songName31932","Jazz","05:00:00",0
31933,25,"songName31933","Jazz","06:00:00",0
31934,667,"songName31934","Jazz","06:00:00",0
31935,4785,"songName31935","Jazz","05:00:00",0
31936,366,"songName31936","Jazz","05:00:00",0
31937,5647,"songName31937","Jazz","07:00:00",0
31938,7567,"songName31938","Jazz","07:00:00",0
31939,5433,"songName31939","Jazz","06:00:00",0
31940,2187,"songName31940","Jazz","06:00:00",0
31941,1350,"songName31941","Jazz","05:00:00",0
31942,862,"songName31942","Jazz","07:00:00",0
31943,7582,"songName31943","Jazz","06:00:00",0
31944,7743,"songName31944","Jazz","07:00:00",0
31945,6511,"songName31945","Jazz","05:00:00",0
31946,889,"songName31946","Jazz","06:00:00",0
31947,3814,"songName31947","Jazz","07:00:00",0
31948,8893,"songName31948","Jazz","06:00:00",0
31949,9057,"songName31949","Jazz","07:00:00",0
31950,8313,"songName31950","Jazz","06:00:00",0
31951,6250,"songName31951","Jazz","06:00:00",0
31952,9043,"songName31952","Jazz","07:00:00",0
31953,2706,"songName31953","Jazz","05:00:00",0
31954,7756,"songName31954","Jazz","07:00:00",0
31955,4724,"songName31955","Jazz","05:00:00",0
31956,2345,"songName31956","Jazz","05:00:00",0
31957,5546,"songName31957","Jazz","05:00:00",0
31958,7016,"songName31958","Jazz","05:00:00",0
31959,8784,"songName31959","Jazz","06:00:00",0
31960,9671,"songName31960","Jazz","06:00:00",0
31961,2494,"songName31961","Jazz","06:00:00",0
31962,2988,"songName31962","Jazz","05:00:00",0
31963,7892,"songName31963","Jazz","05:00:00",0
31964,1585,"songName31964","Jazz","05:00:00",0
31965,9428,"songName31965","Jazz","07:00:00",0
31966,5160,"songName31966","Jazz","07:00:00",0
31967,8169,"songName31967","Jazz","06:00:00",0
31968,1438,"songName31968","Jazz","05:00:00",0
31969,4219,"songName31969","Jazz","07:00:00",0
31970,21,"songName31970","Jazz","07:00:00",0
31971,2803,"songName31971","Jazz","05:00:00",0
31972,3782,"songName31972","Jazz","06:00:00",0
31973,2542,"songName31973","Jazz","07:00:00",0
31974,8562,"songName31974","Jazz","06:00:00",0
31975,6563,"songName31975","Jazz","07:00:00",0
31976,8330,"songName31976","Jazz","06:00:00",0
31977,6897,"songName31977","Jazz","07:00:00",0
31978,6200,"songName31978","Jazz","06:00:00",0
31979,3760,"songName31979","Jazz","06:00:00",0
31980,9743,"songName31980","Jazz","05:00:00",0
31981,801,"songName31981","Jazz","06:00:00",0
31982,139,"songName31982","Jazz","06:00:00",0
31983,8713,"songName31983","Jazz","05:00:00",0
31984,5511,"songName31984","Jazz","07:00:00",0
31985,3282,"songName31985","Jazz","06:00:00",0
31986,5148,"songName31986","Jazz","05:00:00",0
31987,6590,"songName31987","Jazz","05:00:00",0
31988,3548,"songName31988","Jazz","05:00:00",0
31989,389,"songName31989","Jazz","05:00:00",0
31990,8081,"songName31990","Jazz","05:00:00",0
31991,2055,"songName31991","Jazz","06:00:00",0
31992,2288,"songName31992","Jazz","07:00:00",0
31993,8189,"songName31993","Jazz","06:00:00",0
31994,961,"songName31994","Jazz","06:00:00",0
31995,6269,"songName31995","Jazz","07:00:00",0
31996,1589,"songName31996","Jazz","07:00:00",0
31997,3626,"songName31997","Jazz","05:00:00",0
31998,6866,"songName31998","Jazz","05:00:00",0
31999,3230,"songName31999","Jazz","05:00:00",0
32000,729,"songName32000","Jazz","06:00:00",0
32001,2525,"songName32001","Jazz","07:00:00",0
32002,1681,"songName32002","Jazz","05:00:00",0
32003,5070,"songName32003","Jazz","06:00:00",0
32004,8395,"songName32004","Jazz","05:00:00",0
32005,6969,"songName32005","Jazz","07:00:00",0
32006,6783,"songName32006","Jazz","05:00:00",0
32007,1965,"songName32007","Jazz","06:00:00",0
32008,8136,"songName32008","Jazz","05:00:00",0
32009,9897,"songName32009","Jazz","06:00:00",0
32010,3608,"songName32010","Jazz","06:00:00",0
32011,8538,"songName32011","Jazz","05:00:00",0
32012,2118,"songName32012","Jazz","07:00:00",0
32013,3487,"songName32013","Jazz","06:00:00",0
32014,2092,"songName32014","Jazz","06:00:00",0
32015,7122,"songName32015","Jazz","07:00:00",0
32016,4470,"songName32016","Jazz","05:00:00",0
32017,3784,"songName32017","Jazz","06:00:00",0
32018,2695,"songName32018","Jazz","05:00:00",0
32019,4101,"songName32019","Jazz","07:00:00",0
32020,7340,"songName32020","Jazz","06:00:00",0
32021,9177,"songName32021","Jazz","07:00:00",0
32022,9819,"songName32022","Jazz","07:00:00",0
32023,5979,"songName32023","Jazz","05:00:00",0
32024,4234,"songName32024","Jazz","06:00:00",0
32025,5636,"songName32025","Jazz","07:00:00",0
32026,7232,"songName32026","Jazz","06:00:00",0
32027,5659,"songName32027","Jazz","05:00:00",0
32028,120,"songName32028","Jazz","07:00:00",0
32029,7814,"songName32029","Jazz","05:00:00",0
32030,5159,"songName32030","Jazz","05:00:00",0
32031,5133,"songName32031","Jazz","07:00:00",0
32032,6497,"songName32032","Jazz","07:00:00",0
32033,8688,"songName32033","Jazz","06:00:00",0
32034,4736,"songName32034","Jazz","06:00:00",0
32035,8657,"songName32035","Jazz","06:00:00",0
32036,365,"songName32036","Jazz","07:00:00",0
32037,5458,"songName32037","Jazz","05:00:00",0
32038,6301,"songName32038","Jazz","05:00:00",0
32039,2314,"songName32039","Jazz","06:00:00",0
32040,9523,"songName32040","Jazz","06:00:00",0
32041,6226,"songName32041","Jazz","07:00:00",0
32042,2257,"songName32042","Jazz","07:00:00",0
32043,2205,"songName32043","Jazz","07:00:00",0
32044,802,"songName32044","Jazz","06:00:00",0
32045,6276,"songName32045","Jazz","07:00:00",0
32046,9467,"songName32046","Jazz","07:00:00",0
32047,7685,"songName32047","Jazz","07:00:00",0
32048,8514,"songName32048","Jazz","06:00:00",0
32049,4354,"songName32049","Jazz","06:00:00",0
32050,5002,"songName32050","Jazz","06:00:00",0
32051,6068,"songName32051","Jazz","07:00:00",0
32052,3509,"songName32052","Jazz","06:00:00",0
32053,1043,"songName32053","Jazz","05:00:00",0
32054,4233,"songName32054","Jazz","07:00:00",0
32055,531,"songName32055","Jazz","07:00:00",0
32056,9909,"songName32056","Jazz","07:00:00",0
32057,1738,"songName32057","Jazz","06:00:00",0
32058,5059,"songName32058","Jazz","06:00:00",0
32059,9710,"songName32059","Jazz","06:00:00",0
32060,4224,"songName32060","Jazz","05:00:00",0
32061,8038,"songName32061","Jazz","05:00:00",0
32062,5786,"songName32062","Jazz","05:00:00",0
32063,3411,"songName32063","Jazz","07:00:00",0
32064,6642,"songName32064","Jazz","07:00:00",0
32065,3313,"songName32065","Jazz","07:00:00",0
32066,1330,"songName32066","Jazz","05:00:00",0
32067,6689,"songName32067","Jazz","06:00:00",0
32068,7533,"songName32068","Jazz","07:00:00",0
32069,3768,"songName32069","Jazz","07:00:00",0
32070,824,"songName32070","Jazz","05:00:00",0
32071,2,"songName32071","Jazz","07:00:00",0
32072,2111,"songName32072","Jazz","07:00:00",0
32073,3846,"songName32073","Jazz","05:00:00",0
32074,4713,"songName32074","Jazz","05:00:00",0
32075,5072,"songName32075","Jazz","05:00:00",0
32076,5188,"songName32076","Jazz","07:00:00",0
32077,6829,"songName32077","Jazz","07:00:00",0
32078,9353,"songName32078","Jazz","05:00:00",0
32079,4460,"songName32079","Jazz","05:00:00",0
32080,6850,"songName32080","Jazz","06:00:00",0
32081,5741,"songName32081","Jazz","06:00:00",0
32082,1918,"songName32082","Jazz","05:00:00",0
32083,503,"songName32083","Jazz","06:00:00",0
32084,8996,"songName32084","Jazz","05:00:00",0
32085,476,"songName32085","Jazz","07:00:00",0
32086,6986,"songName32086","Jazz","07:00:00",0
32087,7765,"songName32087","Jazz","05:00:00",0
32088,6812,"songName32088","Jazz","06:00:00",0
32089,4154,"songName32089","Jazz","07:00:00",0
32090,5814,"songName32090","Jazz","05:00:00",0
32091,2133,"songName32091","Jazz","06:00:00",0
32092,3043,"songName32092","Jazz","07:00:00",0
32093,8045,"songName32093","Jazz","05:00:00",0
32094,4814,"songName32094","Jazz","07:00:00",0
32095,7534,"songName32095","Jazz","06:00:00",0
32096,3305,"songName32096","Jazz","06:00:00",0
32097,826,"songName32097","Jazz","06:00:00",0
32098,1355,"songName32098","Jazz","05:00:00",0
32099,2119,"songName32099","Jazz","07:00:00",0
32100,4011,"songName32100","Jazz","05:00:00",0
32101,3459,"songName32101","Jazz","06:00:00",0
32102,3207,"songName32102","Jazz","06:00:00",0
32103,8352,"songName32103","Jazz","06:00:00",0
32104,5789,"songName32104","Jazz","07:00:00",0
32105,9771,"songName32105","Jazz","05:00:00",0
32106,8061,"songName32106","Jazz","05:00:00",0
32107,1772,"songName32107","Jazz","07:00:00",0
32108,9729,"songName32108","Jazz","05:00:00",0
32109,7838,"songName32109","Jazz","07:00:00",0
32110,1600,"songName32110","Jazz","07:00:00",0
32111,9312,"songName32111","Jazz","07:00:00",0
32112,2181,"songName32112","Jazz","07:00:00",0
32113,2867,"songName32113","Jazz","05:00:00",0
32114,9145,"songName32114","Jazz","05:00:00",0
32115,4344,"songName32115","Jazz","05:00:00",0
32116,3479,"songName32116","Jazz","07:00:00",0
32117,2643,"songName32117","Jazz","05:00:00",0
32118,7751,"songName32118","Jazz","05:00:00",0
32119,8029,"songName32119","Jazz","06:00:00",0
32120,8868,"songName32120","Jazz","05:00:00",0
32121,9919,"songName32121","Jazz","07:00:00",0
32122,7726,"songName32122","Jazz","05:00:00",0
32123,2072,"songName32123","Jazz","05:00:00",0
32124,4132,"songName32124","Jazz","06:00:00",0
32125,6649,"songName32125","Jazz","07:00:00",0
32126,3919,"songName32126","Jazz","07:00:00",0
32127,9355,"songName32127","Jazz","06:00:00",0
32128,8147,"songName32128","Jazz","07:00:00",0
32129,9931,"songName32129","Jazz","06:00:00",0
32130,7634,"songName32130","Jazz","07:00:00",0
32131,3319,"songName32131","Jazz","07:00:00",0
32132,9127,"songName32132","Jazz","07:00:00",0
32133,4491,"songName32133","Jazz","07:00:00",0
32134,2870,"songName32134","Jazz","07:00:00",0
32135,987,"songName32135","Jazz","05:00:00",0
32136,6565,"songName32136","Jazz","06:00:00",0
32137,7395,"songName32137","Jazz","07:00:00",0
32138,6433,"songName32138","Jazz","06:00:00",0
32139,132,"songName32139","Jazz","07:00:00",0
32140,792,"songName32140","Jazz","07:00:00",0
32141,1707,"songName32141","Jazz","07:00:00",0
32142,3396,"songName32142","Jazz","06:00:00",0
32143,583,"songName32143","Jazz","06:00:00",0
32144,2836,"songName32144","Jazz","07:00:00",0
32145,8015,"songName32145","Jazz","05:00:00",0
32146,9174,"songName32146","Jazz","05:00:00",0
32147,3036,"songName32147","Jazz","07:00:00",0
32148,6999,"songName32148","Jazz","05:00:00",0
32149,2564,"songName32149","Jazz","07:00:00",0
32150,2299,"songName32150","Jazz","07:00:00",0
32151,6085,"songName32151","Jazz","07:00:00",0
32152,1196,"songName32152","Jazz","06:00:00",0
32153,6483,"songName32153","Jazz","07:00:00",0
32154,7549,"songName32154","Jazz","07:00:00",0
32155,258,"songName32155","Jazz","07:00:00",0
32156,2818,"songName32156","Jazz","05:00:00",0
32157,8477,"songName32157","Jazz","07:00:00",0
32158,611,"songName32158","Jazz","07:00:00",0
32159,9724,"songName32159","Jazz","05:00:00",0
32160,968,"songName32160","Jazz","05:00:00",0
32161,7208,"songName32161","Jazz","07:00:00",0
32162,1724,"songName32162","Jazz","07:00:00",0
32163,1499,"songName32163","Jazz","07:00:00",0
32164,7536,"songName32164","Jazz","05:00:00",0
32165,9310,"songName32165","Jazz","05:00:00",0
32166,9792,"songName32166","Jazz","05:00:00",0
32167,5851,"songName32167","Jazz","06:00:00",0
32168,450,"songName32168","Jazz","07:00:00",0
32169,1546,"songName32169","Jazz","06:00:00",0
32170,1014,"songName32170","Jazz","07:00:00",0
32171,6661,"songName32171","Jazz","05:00:00",0
32172,7971,"songName32172","Jazz","05:00:00",0
32173,1274,"songName32173","Jazz","07:00:00",0
32174,7885,"songName32174","Jazz","06:00:00",0
32175,4379,"songName32175","Jazz","06:00:00",0
32176,7848,"songName32176","Jazz","07:00:00",0
32177,6457,"songName32177","Jazz","06:00:00",0
32178,3006,"songName32178","Jazz","05:00:00",0
32179,1767,"songName32179","Jazz","07:00:00",0
32180,1388,"songName32180","Jazz","06:00:00",0
32181,700,"songName32181","Jazz","07:00:00",0
32182,7215,"songName32182","Jazz","07:00:00",0
32183,2956,"songName32183","Jazz","07:00:00",0
32184,9379,"songName32184","Jazz","05:00:00",0
32185,3617,"songName32185","Jazz","06:00:00",0
32186,2203,"songName32186","Jazz","05:00:00",0
32187,1501,"songName32187","Jazz","05:00:00",0
32188,8303,"songName32188","Jazz","05:00:00",0
32189,3149,"songName32189","Jazz","06:00:00",0
32190,5692,"songName32190","Jazz","07:00:00",0
32191,3019,"songName32191","Jazz","07:00:00",0
32192,2318,"songName32192","Jazz","05:00:00",0
32193,6195,"songName32193","Jazz","07:00:00",0
32194,675,"songName32194","Jazz","06:00:00",0
32195,2473,"songName32195","Jazz","05:00:00",0
32196,4556,"songName32196","Jazz","05:00:00",0
32197,9266,"songName32197","Jazz","05:00:00",0
32198,143,"songName32198","Jazz","06:00:00",0
32199,6784,"songName32199","Jazz","06:00:00",0
32200,9790,"songName32200","Jazz","06:00:00",0
32201,6387,"songName32201","Jazz","05:00:00",0
32202,3968,"songName32202","Jazz","07:00:00",0
32203,163,"songName32203","Jazz","06:00:00",0
32204,7566,"songName32204","Jazz","06:00:00",0
32205,5716,"songName32205","Jazz","05:00:00",0
32206,946,"songName32206","Jazz","07:00:00",0
32207,247,"songName32207","Jazz","06:00:00",0
32208,8876,"songName32208","Jazz","07:00:00",0
32209,8793,"songName32209","Jazz","07:00:00",0
32210,1181,"songName32210","Jazz","06:00:00",0
32211,1622,"songName32211","Jazz","07:00:00",0
32212,7170,"songName32212","Jazz","06:00:00",0
32213,4675,"songName32213","Jazz","05:00:00",0
32214,4886,"songName32214","Jazz","07:00:00",0
32215,7669,"songName32215","Jazz","06:00:00",0
32216,9741,"songName32216","Jazz","05:00:00",0
32217,2422,"songName32217","Jazz","05:00:00",0
32218,2176,"songName32218","Jazz","07:00:00",0
32219,4015,"songName32219","Jazz","05:00:00",0
32220,7114,"songName32220","Jazz","06:00:00",0
32221,4998,"songName32221","Jazz","05:00:00",0
32222,1459,"songName32222","Jazz","06:00:00",0
32223,9263,"songName32223","Jazz","07:00:00",0
32224,1325,"songName32224","Jazz","05:00:00",0
32225,3546,"songName32225","Jazz","05:00:00",0
32226,6939,"songName32226","Jazz","07:00:00",0
32227,8402,"songName32227","Jazz","07:00:00",0
32228,903,"songName32228","Jazz","07:00:00",0
32229,6307,"songName32229","Jazz","06:00:00",0
32230,1581,"songName32230","Jazz","07:00:00",0
32231,7968,"songName32231","Jazz","05:00:00",0
32232,4660,"songName32232","Jazz","05:00:00",0
32233,5367,"songName32233","Jazz","06:00:00",0
32234,3667,"songName32234","Jazz","06:00:00",0
32235,5300,"songName32235","Jazz","07:00:00",0
32236,738,"songName32236","Jazz","06:00:00",0
32237,9021,"songName32237","Jazz","06:00:00",0
32238,1219,"songName32238","Jazz","06:00:00",0
32239,8351,"songName32239","Jazz","06:00:00",0
32240,460,"songName32240","Jazz","05:00:00",0
32241,5529,"songName32241","Jazz","06:00:00",0
32242,320,"songName32242","Jazz","05:00:00",0
32243,3597,"songName32243","Jazz","07:00:00",0
32244,7909,"songName32244","Jazz","07:00:00",0
32245,646,"songName32245","Jazz","05:00:00",0
32246,1192,"songName32246","Jazz","05:00:00",0
32247,6488,"songName32247","Jazz","06:00:00",0
32248,853,"songName32248","Jazz","07:00:00",0
32249,7124,"songName32249","Jazz","06:00:00",0
32250,136,"songName32250","Jazz","06:00:00",0
