"al_albumid","al_albumname","al_artistid","al_releasedate"
4762,"albumName4762",3374,"1991-07-10"
4763,"albumName4763",533,"1979-05-17"
4764,"albumName4764",2993,"1990-09-16"
4765,"albumName4765",4552,"2021-08-22"
4766,"albumName4766",797,"2017-08-28"
4767,"albumName4767",1639,"2015-09-10"
4768,"albumName4768",4410,"2005-09-09"
4769,"albumName4769",4330,"2020-08-12"
4770,"albumName4770",3307,"1981-05-14"
4771,"albumName4771",1185,"1980-04-05"
4772,"albumName4772",4384,"1998-12-03"
4773,"albumName4773",2836,"2053-02-21"
4774,"albumName4774",1031,"1982-03-13"
4775,"albumName4775",2679,"1990-09-23"
4776,"albumName4776",81,"1995-08-28"
4777,"albumName4777",2587,"1980-03-18"
4778,"albumName4778",2174,"2007-10-05"
4779,"albumName4779",4232,"2055-06-22"
4780,"albumName4780",1329,"2018-11-05"
4781,"albumName4781",4285,"2018-06-16"
4782,"albumName4782",2227,"1987-05-22"
4783,"albumName4783",3554,"1986-01-06"
4784,"albumName4784",2506,"2003-03-15"
4785,"albumName4785",2654,"2021-09-21"
4786,"albumName4786",1900,"2060-12-15"
4787,"albumName4787",2302,"2052-07-27"
4788,"albumName4788",4363,"2005-05-20"
4789,"albumName4789",282,"2008-06-21"
4790,"albumName4790",109,"1988-10-08"
4791,"albumName4791",3535,"1976-06-15"
4792,"albumName4792",2133,"2024-04-07"
4793,"albumName4793",3565,"1992-07-26"
4794,"albumName4794",2904,"1979-09-25"
4795,"albumName4795",4363,"2068-01-15"
4796,"albumName4796",214,"1988-08-19"
4797,"albumName4797",1757,"1979-04-16"
4798,"albumName4798",4896,"1983-10-22"
4799,"albumName4799",2402,"1972-07-25"
4800,"albumName4800",4264,"2065-01-04"
4801,"albumName4801",3850,"1977-04-04"
4802,"albumName4802",2192,"2013-01-27"
4803,"albumName4803",4291,"2018-09-02"
4804,"albumName4804",4236,"1999-05-28"
4805,"albumName4805",1861,"1991-03-10"
4806,"albumName4806",978,"2003-05-20"
4807,"albumName4807",439,"1984-07-12"
4808,"albumName4808",470,"2055-04-25"
4809,"albumName4809",4261,"2020-06-16"
4810,"albumName4810",3702,"1984-10-08"
4811,"albumName4811",1835,"2022-09-18"
4812,"albumName4812",157,"1970-06-05"
4813,"albumName4813",1067,"2007-05-17"
4814,"albumName4814",3059,"2025-10-21"
4815,"albumName4815",3954,"2023-03-24"
4816,"albumName4816",4883,"1997-06-20"
4817,"albumName4817",1081,"2005-08-11"
4818,"albumName4818",3810,"1980-09-08"
4819,"albumName4819",4767,"2061-07-01"
4820,"albumName4820",209,"2051-11-28"
4821,"albumName4821",2827,"2061-02-19"
4822,"albumName4822",1105,"1984-10-17"
4823,"albumName4823",2285,"2055-02-19"
4824,"albumName4824",3650,"2005-11-03"
4825,"albumName4825",1435,"2002-12-27"
4826,"albumName4826",1658,"2020-04-28"
4827,"albumName4827",4362,"2051-08-16"
4828,"albumName4828",1306,"2067-06-06"
4829,"albumName4829",3367,"2021-04-26"
4830,"albumName4830",4815,"2013-05-04"
4831,"albumName4831",3652,"2023-05-23"
4832,"albumName4832",2461,"2016-12-17"
4833,"albumName4833",469,"2059-02-26"
4834,"albumName4834",2306,"1999-11-09"
4835,"albumName4835",3426,"2019-06-22"
4836,"albumName4836",1811,"2067-07-27"
4837,"albumName4837",2112,"1994-11-25"
4838,"albumName4838",124,"1992-07-27"
4839,"albumName4839",4295,"2064-02-10"
4840,"albumName4840",1771,"1976-01-13"
4841,"albumName4841",620,"1997-01-16"
4842,"albumName4842",2677,"1996-02-07"
4843,"albumName4843",1244,"1979-07-09"
4844,"albumName4844",1570,"2066-03-07"
4845,"albumName4845",913,"1972-02-20"
4846,"albumName4846",3709,"2017-05-12"
4847,"albumName4847",2559,"2016-06-23"
4848,"albumName4848",1819,"1971-10-14"
4849,"albumName4849",990,"1994-09-27"
4850,"albumName4850",756,"2053-11-07"
4851,"albumName4851",3085,"2001-08-01"
4852,"albumName4852",392,"1978-12-01"
4853,"albumName4853",2235,"2011-04-06"
4854,"albumName4854",4689,"1986-05-03"
4855,"albumName4855",847,"2024-02-06"
4856,"albumName4856",3752,"2014-10-15"
4857,"albumName4857",4075,"1992-07-16"
4858,"albumName4858",3531,"1984-06-28"
4859,"albumName4859",4031,"2053-04-12"
4860,"albumName4860",2329,"1974-03-17"
4861,"albumName4861",1178,"2019-01-24"
4862,"albumName4862",705,"1991-03-08"
4863,"albumName4863",1126,"2063-02-17"
4864,"albumName4864",3103,"2056-01-19"
4865,"albumName4865",936,"1996-02-27"
4866,"albumName4866",3152,"2013-08-08"
4867,"albumName4867",3291,"2062-09-13"
4868,"albumName4868",3082,"1975-07-11"
4869,"albumName4869",261,"2058-06-27"
4870,"albumName4870",280,"2057-08-18"
4871,"albumName4871",2171,"2019-02-15"
4872,"albumName4872",2913,"2055-07-06"
4873,"albumName4873",1656,"2061-02-22"
4874,"albumName4874",1875,"1975-12-28"
4875,"albumName4875",2552,"1978-11-21"
4876,"albumName4876",1166,"1983-08-17"
4877,"albumName4877",1930,"2064-01-10"
4878,"albumName4878",1787,"2058-06-26"
4879,"albumName4879",4104,"1992-01-04"
4880,"albumName4880",3649,"1986-02-07"
4881,"albumName4881",2748,"2025-08-24"
4882,"albumName4882",3950,"2056-02-05"
4883,"albumName4883",3799,"1988-10-23"
4884,"albumName4884",4100,"2001-09-24"
4885,"albumName4885",416,"2007-10-23"
4886,"albumName4886",3913,"2005-07-24"
4887,"albumName4887",1149,"1996-12-09"
4888,"albumName4888",4038,"2053-02-28"
4889,"albumName4889",3366,"2003-04-22"
4890,"albumName4890",207,"2018-09-22"
4891,"albumName4891",4796,"2012-02-04"
4892,"albumName4892",2029,"1988-12-15"
4893,"albumName4893",4030,"2060-07-16"
4894,"albumName4894",4183,"1971-05-21"
4895,"albumName4895",1552,"2000-01-01"
4896,"albumName4896",240,"1985-09-25"
4897,"albumName4897",4135,"1984-11-09"
4898,"albumName4898",4838,"2063-12-04"
4899,"albumName4899",2155,"1984-05-22"
4900,"albumName4900",3837,"1991-12-05"
4901,"albumName4901",4141,"2017-04-19"
4902,"albumName4902",3463,"2014-09-08"
4903,"albumName4903",1554,"1981-01-03"
4904,"albumName4904",2244,"2013-02-03"
4905,"albumName4905",3075,"1984-04-28"
4906,"albumName4906",4804,"1993-04-21"
4907,"albumName4907",2758,"2008-09-01"
4908,"albumName4908",4468,"2065-10-27"
4909,"albumName4909",2643,"1972-08-24"
4910,"albumName4910",2625,"2059-05-19"
4911,"albumName4911",3704,"2059-04-22"
4912,"albumName4912",3447,"2067-11-27"
4913,"albumName4913",4882,"2002-03-24"
4914,"albumName4914",1910,"1992-10-14"
4915,"albumName4915",4028,"2011-08-06"
4916,"albumName4916",3161,"2067-10-11"
4917,"albumName4917",4568,"1979-05-21"
4918,"albumName4918",4167,"2021-08-21"
4919,"albumName4919",1413,"1996-05-24"
4920,"albumName4920",3302,"2001-07-05"
4921,"albumName4921",1316,"1973-08-20"
4922,"albumName4922",1868,"1988-06-15"
4923,"albumName4923",1666,"2057-05-15"
4924,"albumName4924",1427,"1990-06-03"
4925,"albumName4925",2502,"1972-04-19"
4926,"albumName4926",4765,"1980-08-02"
4927,"albumName4927",1364,"2053-07-22"
4928,"albumName4928",1192,"1998-03-12"
4929,"albumName4929",4080,"2016-04-05"
4930,"albumName4930",685,"2017-10-12"
4931,"albumName4931",4628,"2008-05-25"
4932,"albumName4932",4558,"2000-09-28"
4933,"albumName4933",237,"2052-09-24"
4934,"albumName4934",3955,"2060-02-27"
4935,"albumName4935",3787,"1970-10-22"
4936,"albumName4936",757,"2067-11-02"
4937,"albumName4937",2117,"1998-06-28"
4938,"albumName4938",3362,"1984-04-21"
4939,"albumName4939",1384,"2006-01-18"
4940,"albumName4940",2020,"2003-12-14"
4941,"albumName4941",3202,"2063-03-17"
4942,"albumName4942",3092,"1990-09-24"
4943,"albumName4943",412,"2003-07-10"
4944,"albumName4944",1979,"2018-08-12"
4945,"albumName4945",2094,"1997-01-19"
4946,"albumName4946",2211,"2057-02-12"
4947,"albumName4947",921,"2025-05-15"
4948,"albumName4948",283,"1972-06-15"
4949,"albumName4949",1967,"1970-09-15"
4950,"albumName4950",2150,"1988-09-13"
4951,"albumName4951",3042,"1988-02-25"
4952,"albumName4952",2483,"2065-08-11"
4953,"albumName4953",3544,"2056-03-12"
4954,"albumName4954",4879,"2053-12-24"
4955,"albumName4955",2318,"2012-12-23"
4956,"albumName4956",904,"1983-05-26"
4957,"albumName4957",2779,"2014-03-21"
4958,"albumName4958",2195,"1993-04-19"
4959,"albumName4959",2550,"1974-04-03"
4960,"albumName4960",1450,"1970-11-27"
4961,"albumName4961",288,"1978-07-26"
4962,"albumName4962",1031,"1978-10-01"
4963,"albumName4963",474,"1990-04-15"
4964,"albumName4964",3295,"2015-04-21"
4965,"albumName4965",1007,"2060-11-01"
4966,"albumName4966",3,"1973-01-15"
4967,"albumName4967",453,"2023-12-23"
4968,"albumName4968",2487,"2018-02-16"
4969,"albumName4969",544,"2067-05-08"
4970,"albumName4970",3920,"1996-07-25"
4971,"albumName4971",3527,"2059-08-25"
4972,"albumName4972",2964,"2019-01-06"
4973,"albumName4973",2790,"1986-05-25"
4974,"albumName4974",1903,"2059-06-04"
4975,"albumName4975",1534,"2022-04-27"
4976,"albumName4976",790,"1976-05-07"
4977,"albumName4977",790,"2013-08-16"
4978,"albumName4978",865,"1988-09-14"
4979,"albumName4979",1301,"1993-03-04"
4980,"albumName4980",4748,"2020-07-10"
4981,"albumName4981",1090,"2064-07-19"
4982,"albumName4982",3588,"1975-11-03"
4983,"albumName4983",3806,"1981-10-09"
4984,"albumName4984",2023,"1999-11-17"
4985,"albumName4985",3339,"1990-10-02"
4986,"albumName4986",2473,"1976-07-06"
4987,"albumName4987",4645,"2015-10-14"
4988,"albumName4988",4558,"1987-01-27"
4989,"albumName4989",2421,"2011-06-24"
4990,"albumName4990",4894,"1984-09-05"
4991,"albumName4991",3982,"1990-01-07"
4992,"albumName4992",4116,"1999-04-22"
4993,"albumName4993",2380,"1997-11-14"
4994,"albumName4994",890,"1989-07-01"
4995,"albumName4995",1891,"1977-06-13"
4996,"albumName4996",262,"2012-05-04"
4997,"albumName4997",4595,"2067-09-28"
4998,"albumName4998",173,"2063-08-28"
4999,"albumName4999",1117,"2011-12-24"
5000,"albumName5000",3388,"2062-12-02"
5001,"albumName5001",4250,"2054-11-02"
5002,"albumName5002",911,"1981-04-03"
5003,"albumName5003",90,"2011-08-23"
5004,"albumName5004",1556,"1990-01-15"
5005,"albumName5005",4090,"1991-10-19"
5006,"albumName5006",1778,"1978-09-22"
5007,"albumName5007",2127,"2025-10-17"
5008,"albumName5008",956,"2019-10-18"
5009,"albumName5009",3346,"2023-01-19"
5010,"albumName5010",1522,"1973-02-03"
5011,"albumName5011",4080,"1996-06-15"
5012,"albumName5012",2149,"1979-07-21"
5013,"albumName5013",3976,"1980-03-08"
5014,"albumName5014",3402,"2066-05-20"
5015,"albumName5015",4527,"2019-05-24"
5016,"albumName5016",3819,"1975-08-20"
5017,"albumName5017",2757,"2017-10-04"
5018,"albumName5018",4143,"1986-02-11"
5019,"albumName5019",4861,"2065-09-24"
5020,"albumName5020",932,"2060-09-15"
5021,"albumName5021",292,"2066-01-10"
5022,"albumName5022",3240,"1970-04-10"
5023,"albumName5023",3958,"2000-05-09"
5024,"albumName5024",1122,"2016-05-11"
5025,"albumName5025",187,"1998-04-25"
5026,"albumName5026",1730,"1985-02-12"
5027,"albumName5027",1094,"2019-04-16"
5028,"albumName5028",556,"1972-05-28"
5029,"albumName5029",3309,"1991-12-09"
5030,"albumName5030",1103,"2025-12-11"
5031,"albumName5031",1160,"1992-08-14"
5032,"albumName5032",1092,"2061-05-24"
5033,"albumName5033",1246,"1993-09-03"
5034,"albumName5034",3657,"1999-08-11"
5035,"albumName5035",799,"2065-07-03"
5036,"albumName5036",1577,"1990-10-08"
5037,"albumName5037",1305,"1994-05-11"
5038,"albumName5038",529,"2069-01-01"
5039,"albumName5039",3527,"1985-02-03"
5040,"albumName5040",3324,"2015-10-17"
5041,"albumName5041",1661,"1974-01-23"
5042,"albumName5042",1811,"1972-02-09"
5043,"albumName5043",4327,"2059-11-09"
5044,"albumName5044",1261,"2014-06-28"
5045,"albumName5045",3667,"1983-10-22"
5046,"albumName5046",1378,"1998-05-07"
5047,"albumName5047",3850,"1983-09-15"
5048,"albumName5048",1352,"2059-04-01"
5049,"albumName5049",3788,"1990-07-25"
5050,"albumName5050",4870,"1978-09-02"
5051,"albumName5051",4422,"1977-08-12"
5052,"albumName5052",1848,"2023-04-13"
5053,"albumName5053",2773,"1981-08-04"
5054,"albumName5054",1111,"2011-10-05"
5055,"albumName5055",3118,"2057-03-04"
5056,"albumName5056",2768,"1976-01-17"
5057,"albumName5057",1463,"2067-07-15"
5058,"albumName5058",4733,"1994-11-22"
5059,"albumName5059",4183,"1996-09-22"
5060,"albumName5060",9,"1991-08-12"
5061,"albumName5061",68,"2001-12-05"
5062,"albumName5062",1631,"2006-03-27"
5063,"albumName5063",2118,"2021-10-08"
5064,"albumName5064",1384,"2058-11-25"
5065,"albumName5065",3108,"2061-06-21"
5066,"albumName5066",3796,"1984-08-07"
5067,"albumName5067",2770,"1993-03-08"
5068,"albumName5068",4763,"2063-01-22"
5069,"albumName5069",1403,"1987-12-20"
5070,"albumName5070",2429,"2007-05-15"
5071,"albumName5071",2257,"1997-02-14"
5072,"albumName5072",2524,"2017-09-19"
5073,"albumName5073",2217,"2067-10-28"
5074,"albumName5074",268,"1991-11-10"
5075,"albumName5075",2568,"1995-02-08"
5076,"albumName5076",3047,"1992-12-05"
5077,"albumName5077",2732,"2054-01-24"
5078,"albumName5078",3989,"1973-03-06"
5079,"albumName5079",1492,"1995-10-13"
5080,"albumName5080",2628,"1979-10-09"
5081,"albumName5081",3688,"2023-05-17"
5082,"albumName5082",1222,"1979-12-14"
5083,"albumName5083",1099,"2057-02-26"
5084,"albumName5084",4838,"1993-01-08"
5085,"albumName5085",3867,"2051-07-11"
5086,"albumName5086",3178,"2063-07-20"
5087,"albumName5087",788,"1991-06-05"
5088,"albumName5088",4574,"2008-05-05"
5089,"albumName5089",3650,"2056-04-13"
5090,"albumName5090",2857,"2061-03-18"
5091,"albumName5091",3617,"1988-08-13"
5092,"albumName5092",3646,"2009-02-18"
5093,"albumName5093",1159,"1976-01-07"
5094,"albumName5094",4643,"1998-07-09"
5095,"albumName5095",3925,"1982-04-15"
5096,"albumName5096",4281,"2068-04-22"
5097,"albumName5097",2633,"2058-10-04"
5098,"albumName5098",944,"2025-10-07"
5099,"albumName5099",1466,"1976-11-03"
5100,"albumName5100",2451,"2054-11-22"
5101,"albumName5101",1358,"2014-03-05"
5102,"albumName5102",1104,"2011-11-17"
5103,"albumName5103",3507,"2019-08-25"
5104,"albumName5104",2637,"2002-07-09"
5105,"albumName5105",1941,"2003-03-17"
5106,"albumName5106",2705,"1972-07-12"
5107,"albumName5107",3119,"2006-07-19"
5108,"albumName5108",2129,"2019-10-15"
5109,"albumName5109",269,"1975-02-25"
5110,"albumName5110",4683,"1990-03-02"
5111,"albumName5111",4522,"1977-04-05"
5112,"albumName5112",4040,"1977-08-21"
5113,"albumName5113",3704,"1991-05-27"
5114,"albumName5114",4059,"2051-10-23"
5115,"albumName5115",2826,"1977-11-20"
5116,"albumName5116",226,"1997-11-06"
5117,"albumName5117",4594,"1984-01-06"
5118,"albumName5118",2312,"1980-06-12"
5119,"albumName5119",3499,"2068-11-12"
5120,"albumName5120",4814,"2057-06-23"
5121,"albumName5121",3651,"2000-07-13"
5122,"albumName5122",576,"1991-08-17"
5123,"albumName5123",4391,"2054-03-20"
5124,"albumName5124",3728,"1984-08-08"
5125,"albumName5125",2724,"1987-03-08"
5126,"albumName5126",1928,"2057-04-15"
5127,"albumName5127",3053,"1992-12-02"
5128,"albumName5128",3429,"2069-12-17"
5129,"albumName5129",2201,"2011-09-19"
5130,"albumName5130",3900,"1972-05-05"
5131,"albumName5131",1951,"2061-05-03"
5132,"albumName5132",1822,"2008-11-07"
5133,"albumName5133",1166,"2008-10-06"
5134,"albumName5134",4216,"2004-04-11"
5135,"albumName5135",4277,"2055-03-09"
5136,"albumName5136",217,"2066-03-17"
5137,"albumName5137",3895,"2006-12-13"
5138,"albumName5138",1056,"1998-08-20"
5139,"albumName5139",2756,"2014-10-28"
5140,"albumName5140",3453,"2069-11-11"
5141,"albumName5141",1578,"1982-12-17"
5142,"albumName5142",4166,"2065-06-20"
5143,"albumName5143",4209,"1998-06-01"
5144,"albumName5144",3274,"2008-06-08"
5145,"albumName5145",1251,"2001-05-03"
5146,"albumName5146",1319,"2051-02-17"
5147,"albumName5147",2588,"2014-08-20"
5148,"albumName5148",4027,"2055-03-27"
5149,"albumName5149",1891,"2063-07-20"
5150,"albumName5150",1724,"1994-11-11"
5151,"albumName5151",1195,"2057-11-03"
5152,"albumName5152",3806,"1991-11-19"
5153,"albumName5153",1881,"2014-05-19"
5154,"albumName5154",1997,"2005-01-09"
5155,"albumName5155",4128,"1981-04-11"
5156,"albumName5156",3532,"2015-10-15"
5157,"albumName5157",4348,"1998-05-02"
5158,"albumName5158",1008,"1979-12-27"
5159,"albumName5159",3426,"1982-10-08"
5160,"albumName5160",2534,"1984-08-25"
5161,"albumName5161",1197,"1992-09-06"
5162,"albumName5162",1100,"2064-05-28"
5163,"albumName5163",272,"1997-05-12"
5164,"albumName5164",2553,"1984-09-18"
5165,"albumName5165",2982,"2056-10-06"
5166,"albumName5166",1199,"1995-07-21"
5167,"albumName5167",3294,"2021-06-27"
5168,"albumName5168",4834,"2054-09-01"
5169,"albumName5169",3940,"1984-08-05"
5170,"albumName5170",2501,"2008-05-02"
5171,"albumName5171",684,"2018-08-02"
5172,"albumName5172",1529,"1970-06-20"
5173,"albumName5173",201,"2062-12-06"
5174,"albumName5174",2190,"2023-01-12"
5175,"albumName5175",1599,"1999-12-23"
5176,"albumName5176",3698,"2003-09-06"
5177,"albumName5177",2645,"1993-02-06"
5178,"albumName5178",4217,"2061-02-21"
5179,"albumName5179",2688,"2054-03-25"
5180,"albumName5180",3209,"2021-11-02"
5181,"albumName5181",1648,"2010-04-15"
5182,"albumName5182",1139,"1980-12-17"
5183,"albumName5183",4371,"2061-09-04"
5184,"albumName5184",742,"2013-10-18"
5185,"albumName5185",1046,"2061-04-25"
5186,"albumName5186",3941,"1995-09-22"
5187,"albumName5187",2360,"2063-09-08"
5188,"albumName5188",3223,"2011-09-18"
5189,"albumName5189",1426,"2066-04-02"
5190,"albumName5190",840,"2005-03-09"
5191,"albumName5191",1843,"1995-01-28"
5192,"albumName5192",4764,"2004-09-04"
5193,"albumName5193",2299,"2058-08-04"
5194,"albumName5194",1726,"1976-04-11"
5195,"albumName5195",721,"1987-06-14"
5196,"albumName5196",3053,"2022-05-25"
5197,"albumName5197",1593,"2021-10-16"
5198,"albumName5198",4822,"1971-09-06"
5199,"albumName5199",3570,"1990-11-08"
5200,"albumName5200",4648,"2055-08-18"
5201,"albumName5201",2278,"2060-10-20"
5202,"albumName5202",4464,"1994-11-26"
5203,"albumName5203",3921,"2011-03-14"
5204,"albumName5204",3368,"1992-10-25"
5205,"albumName5205",3582,"1985-06-05"
5206,"albumName5206",1620,"2069-05-24"
5207,"albumName5207",159,"2067-05-13"
5208,"albumName5208",3242,"1976-10-07"
5209,"albumName5209",370,"1996-10-17"
5210,"albumName5210",1413,"2007-04-25"
5211,"albumName5211",2214,"1986-02-14"
5212,"albumName5212",634,"2063-10-28"
5213,"albumName5213",3000,"2022-02-22"
5214,"albumName5214",2066,"2004-03-15"
5215,"albumName5215",717,"2003-12-09"
5216,"albumName5216",2652,"1984-06-16"
5217,"albumName5217",4463,"2066-06-19"
5218,"albumName5218",3229,"1976-01-07"
5219,"albumName5219",4601,"1976-03-19"
5220,"albumName5220",1661,"1993-10-26"
5221,"albumName5221",476,"1996-02-08"
5222,"albumName5222",2517,"1979-01-04"
5223,"albumName5223",3718,"2012-04-22"
5224,"albumName5224",2093,"2021-12-12"
5225,"albumName5225",4402,"1991-10-25"
5226,"albumName5226",3386,"2065-01-19"
5227,"albumName5227",1245,"2013-09-24"
5228,"albumName5228",2517,"1974-08-24"
5229,"albumName5229",4488,"2018-11-28"
5230,"albumName5230",4591,"1987-02-22"
5231,"albumName5231",1617,"2000-08-23"
5232,"albumName5232",2509,"1970-01-15"
5233,"albumName5233",860,"1970-03-23"
5234,"albumName5234",3649,"1981-08-02"
5235,"albumName5235",1624,"2021-07-25"
5236,"albumName5236",3469,"1977-03-11"
5237,"albumName5237",3742,"2062-02-09"
5238,"albumName5238",3747,"2019-05-27"
5239,"albumName5239",1391,"1987-02-21"
5240,"albumName5240",1210,"1991-02-13"
5241,"albumName5241",2162,"2065-03-02"
5242,"albumName5242",3750,"2051-08-09"
5243,"albumName5243",4415,"2023-03-18"
5244,"albumName5244",1360,"2014-01-24"
5245,"albumName5245",1255,"1973-02-13"
5246,"albumName5246",144,"2014-09-16"
5247,"albumName5247",754,"2004-07-10"
5248,"albumName5248",4054,"1987-07-12"
5249,"albumName5249",2244,"1978-05-28"
5250,"albumName5250",4179,"2008-05-11"
5251,"albumName5251",2678,"1994-02-05"
5252,"albumName5252",941,"2025-06-12"
5253,"albumName5253",2217,"2059-05-04"
5254,"albumName5254",1873,"2064-06-10"
5255,"albumName5255",2573,"1982-07-27"
5256,"albumName5256",2336,"2008-06-21"
5257,"albumName5257",3209,"2063-10-08"
5258,"albumName5258",1454,"1994-07-27"
5259,"albumName5259",947,"2019-04-19"
5260,"albumName5260",2352,"1985-04-03"
5261,"albumName5261",4349,"2014-12-13"
5262,"albumName5262",3515,"1977-08-16"
5263,"albumName5263",1575,"2005-04-21"
5264,"albumName5264",647,"2069-09-23"
5265,"albumName5265",4322,"1993-08-08"
5266,"albumName5266",1663,"1998-10-21"
5267,"albumName5267",1452,"2007-05-24"
5268,"albumName5268",4029,"1992-03-16"
5269,"albumName5269",4781,"2064-09-28"
5270,"albumName5270",2873,"2054-10-15"
5271,"albumName5271",1628,"2001-11-18"
5272,"albumName5272",4647,"1993-08-16"
5273,"albumName5273",4027,"2063-01-05"
5274,"albumName5274",3701,"1991-02-11"
5275,"albumName5275",584,"2062-03-23"
5276,"albumName5276",488,"2000-12-18"
5277,"albumName5277",475,"1982-11-03"
5278,"albumName5278",2608,"2062-07-08"
5279,"albumName5279",3303,"1976-06-28"
5280,"albumName5280",1506,"2005-03-19"
5281,"albumName5281",1242,"1988-07-22"
5282,"albumName5282",1229,"2059-11-10"
5283,"albumName5283",919,"2056-04-12"
5284,"albumName5284",1344,"1996-09-07"
5285,"albumName5285",1764,"2014-09-07"
5286,"albumName5286",4028,"2002-10-01"
5287,"albumName5287",4801,"2017-07-27"
5288,"albumName5288",2801,"2024-07-23"
5289,"albumName5289",2237,"2055-05-14"
5290,"albumName5290",55,"2067-11-06"
5291,"albumName5291",305,"2010-09-03"
5292,"albumName5292",2025,"1975-09-14"
5293,"albumName5293",2093,"1991-11-03"
5294,"albumName5294",3960,"1987-11-11"
5295,"albumName5295",1636,"2012-11-19"
5296,"albumName5296",3558,"2000-06-03"
5297,"albumName5297",1733,"1975-07-16"
5298,"albumName5298",2751,"1979-09-21"
5299,"albumName5299",3719,"1982-07-10"
5300,"albumName5300",3654,"1992-01-07"
5301,"albumName5301",546,"1981-02-11"
5302,"albumName5302",3402,"1975-03-12"
5303,"albumName5303",3306,"1987-04-13"
5304,"albumName5304",4087,"2016-09-08"
5305,"albumName5305",817,"2021-02-13"
5306,"albumName5306",3482,"1979-10-28"
5307,"albumName5307",3822,"2010-08-09"
5308,"albumName5308",3101,"1999-10-02"
5309,"albumName5309",4659,"2008-08-09"
5310,"albumName5310",4377,"1980-01-18"
5311,"albumName5311",480,"1987-12-23"
5312,"albumName5312",2989,"1975-12-03"
5313,"albumName5313",1989,"1995-01-22"
5314,"albumName5314",1705,"1994-10-27"
5315,"albumName5315",443,"2020-11-27"
5316,"albumName5316",989,"2019-10-10"
5317,"albumName5317",835,"2010-05-06"
5318,"albumName5318",2147,"2016-01-08"
5319,"albumName5319",2972,"2066-05-28"
5320,"albumName5320",1871,"2066-03-22"
5321,"albumName5321",2170,"2025-06-18"
5322,"albumName5322",2420,"2015-10-20"
5323,"albumName5323",994,"2051-03-03"
5324,"albumName5324",778,"1974-02-15"
5325,"albumName5325",2007,"1970-03-20"
5326,"albumName5326",1814,"2002-08-27"
5327,"albumName5327",3481,"2018-11-04"
5328,"albumName5328",3452,"2012-10-10"
5329,"albumName5329",2161,"1991-08-20"
5330,"albumName5330",2044,"2009-02-04"
5331,"albumName5331",284,"2009-04-04"
5332,"albumName5332",2044,"2017-12-22"
5333,"albumName5333",392,"1979-03-25"
5334,"albumName5334",1521,"2058-09-03"
5335,"albumName5335",881,"2065-02-02"
5336,"albumName5336",3818,"1994-04-02"
5337,"albumName5337",2524,"1971-10-23"
5338,"albumName5338",678,"2008-02-23"
5339,"albumName5339",1223,"2000-05-22"
5340,"albumName5340",611,"2069-09-24"
5341,"albumName5341",177,"2063-11-14"
5342,"albumName5342",575,"2063-06-25"
5343,"albumName5343",952,"2025-02-18"
5344,"albumName5344",631,"1991-11-21"
5345,"albumName5345",1724,"2010-02-14"
5346,"albumName5346",929,"2018-12-23"
5347,"albumName5347",1575,"2009-03-24"
5348,"albumName5348",2244,"2068-03-10"
5349,"albumName5349",2662,"1976-08-11"
5350,"albumName5350",2958,"1997-05-25"
5351,"albumName5351",1772,"1990-04-09"
5352,"albumName5352",3327,"2023-04-09"
5353,"albumName5353",3601,"2022-10-04"
5354,"albumName5354",4285,"2014-10-09"
5355,"albumName5355",1931,"1974-03-28"
5356,"albumName5356",3843,"2052-12-17"
5357,"albumName5357",579,"2014-06-19"
5358,"albumName5358",2468,"2069-05-13"
5359,"albumName5359",401,"2017-04-02"
5360,"albumName5360",3730,"1977-07-02"
5361,"albumName5361",2462,"1981-07-13"
5362,"albumName5362",114,"1988-10-27"
5363,"albumName5363",1875,"2011-01-19"
5364,"albumName5364",3591,"1971-08-02"
5365,"albumName5365",3446,"2025-05-10"
5366,"albumName5366",4300,"2019-05-18"
5367,"albumName5367",2676,"1979-06-22"
5368,"albumName5368",3649,"2066-11-12"
5369,"albumName5369",560,"2057-02-12"
5370,"albumName5370",3831,"1972-06-06"
5371,"albumName5371",3406,"2022-10-12"
5372,"albumName5372",3936,"1975-02-04"
5373,"albumName5373",1565,"2062-03-15"
5374,"albumName5374",412,"2060-08-19"
5375,"albumName5375",553,"2065-05-08"
5376,"albumName5376",3131,"2054-02-20"
5377,"albumName5377",2410,"2052-06-02"
5378,"albumName5378",2698,"2024-10-24"
5379,"albumName5379",1054,"2005-02-09"
5380,"albumName5380",1152,"2007-04-24"
5381,"albumName5381",375,"2060-11-03"
5382,"albumName5382",3306,"2008-07-18"
5383,"albumName5383",354,"1994-10-22"
5384,"albumName5384",1633,"1971-06-01"
5385,"albumName5385",3210,"1996-11-01"
5386,"albumName5386",1231,"2018-01-24"
5387,"albumName5387",1085,"2058-10-23"
5388,"albumName5388",4586,"2004-01-11"
5389,"albumName5389",942,"2009-01-07"
5390,"albumName5390",3433,"2069-01-20"
5391,"albumName5391",2134,"2020-12-16"
5392,"albumName5392",3633,"2057-12-14"
5393,"albumName5393",3777,"2068-11-09"
5394,"albumName5394",1117,"2054-01-22"
5395,"albumName5395",1058,"2011-06-24"
5396,"albumName5396",2442,"1995-08-13"
5397,"albumName5397",3926,"2024-11-18"
5398,"albumName5398",1719,"1987-05-14"
5399,"albumName5399",4151,"1976-08-05"
5400,"albumName5400",1478,"2021-12-06"
5401,"albumName5401",2546,"2019-07-05"
