"a_artistid","a_artistname","a_country","a_genre","a_userid"
2395,"artistName2395","CHINA","Metal",4784
2396,"artistName2396","MEXICO","Country",4785
2397,"artistName2397","CANADA","Classical",4790
2398,"artistName2398","MEXICO","Jazz",4791
2399,"artistName2399","AUSTRALIA","Jazz",4792
2400,"artistName2400","GERMANY","Pop",4793
2401,"artistName2401","MEXICO","Hip Hop",4795
2402,"artistName2402","RUSSIA","Rock",4797
2403,"artistName2403","AUSTRALIA","Reggae",4798
2404,"artistName2404","GERMANY","Classical",4799
2405,"artistName2405","GERMANY","Pop",4800
2406,"artistName2406","CANADA","Jazz",4802
2407,"artistName2407","CHINA","Reggae",4803
2408,"artistName2408","USA","Electronic",4805
2409,"artistName2409","GERMANY","Country",4806
2410,"artistName2410","MEXICO","Electronic",4807
2411,"artistName2411","GERMANY","Rock",4808
2412,"artistName2412","RUSSIA","Classical",4809
2413,"artistName2413","RUSSIA","Metal",4810
2414,"artistName2414","RUSSIA","Country",4815
2415,"artistName2415","AUSTRALIA","Reggae",4818
2416,"artistName2416","GERMANY","Jazz",4820
2417,"artistName2417","GERMANY","Jazz",4821
2418,"artistName2418","RUSSIA","Blues",4823
2419,"artistName2419","USA","Classical",4826
2420,"artistName2420","GERMANY","Rock",4828
2421,"artistName2421","GERMANY","Country",4830
2422,"artistName2422","MEXICO","Metal",4831
2423,"artistName2423","AUSTRALIA","Hip Hop",4832
2424,"artistName2424","CANADA","Jazz",4833
2425,"artistName2425","GERMANY","Metal",4835
2426,"artistName2426","CHINA","Classical",4839
2427,"artistName2427","GERMANY","Electronic",4840
2428,"artistName2428","RUSSIA","Reggae",4843
2429,"artistName2429","CHINA","Pop",4844
2430,"artistName2430","GERMANY","Hip Hop",4846
2431,"artistName2431","USA","Pop",4851
2432,"artistName2432","GERMANY","Blues",4853
2433,"artistName2433","CANADA","Electronic",4854
2434,"artistName2434","MEXICO","Classical",4855
2435,"artistName2435","USA","Jazz",4856
2436,"artistName2436","AUSTRALIA","Classical",4857
2437,"artistName2437","CANADA","Rock",4862
2438,"artistName2438","RUSSIA","Classical",4863
2439,"artistName2439","USA","Classical",4864
2440,"artistName2440","AUSTRALIA","Reggae",4867
2441,"artistName2441","RUSSIA","Blues",4869
2442,"artistName2442","RUSSIA","Rock",4873
2443,"artistName2443","CHINA","Electronic",4874
2444,"artistName2444","MEXICO","Pop",4879
2445,"artistName2445","RUSSIA","Electronic",4881
2446,"artistName2446","CANADA","Country",4882
2447,"artistName2447","AUSTRALIA","Blues",4884
2448,"artistName2448","USA","Blues",4887
2449,"artistName2449","MEXICO","Hip Hop",4891
2450,"artistName2450","AUSTRALIA","Hip Hop",4893
2451,"artistName2451","USA","Hip Hop",4894
2452,"artistName2452","AUSTRALIA","Rock",4896
2453,"artistName2453","GERMANY","Hip Hop",4899
2454,"artistName2454","AUSTRALIA","Metal",4900
2455,"artistName2455","MEXICO","Metal",4903
2456,"artistName2456","CANADA","Hip Hop",4908
2457,"artistName2457","CHINA","Metal",4909
2458,"artistName2458","RUSSIA","Blues",4913
2459,"artistName2459","RUSSIA","Reggae",4914
2460,"artistName2460","CANADA","Classical",4916
2461,"artistName2461","USA","Blues",4920
2462,"artistName2462","AUSTRALIA","Hip Hop",4921
2463,"artistName2463","CHINA","Country",4925
2464,"artistName2464","AUSTRALIA","Country",4926
2465,"artistName2465","RUSSIA","Rock",4928
2466,"artistName2466","CANADA","Classical",4930
2467,"artistName2467","RUSSIA","Classical",4934
2468,"artistName2468","CHINA","Reggae",4935
2469,"artistName2469","CANADA","Metal",4937
2470,"artistName2470","GERMANY","Hip Hop",4941
2471,"artistName2471","GERMANY","Hip Hop",4943
2472,"artistName2472","GERMANY","Rock",4944
2473,"artistName2473","CHINA","Hip Hop",4945
2474,"artistName2474","CANADA","Metal",4946
2475,"artistName2475","CANADA","Rock",4947
2476,"artistName2476","AUSTRALIA","Blues",4949
2477,"artistName2477","RUSSIA","Reggae",4951
2478,"artistName2478","AUSTRALIA","Reggae",4953
2479,"artistName2479","GERMANY","Reggae",4954
2480,"artistName2480","AUSTRALIA","Pop",4955
2481,"artistName2481","USA","Country",4958
2482,"artistName2482","MEXICO","Country",4962
2483,"artistName2483","AUSTRALIA","Rock",4963
2484,"artistName2484","GERMANY","Reggae",4964
2485,"artistName2485","USA","Electronic",4966
2486,"artistName2486","CANADA","Classical",4967
2487,"artistName2487","MEXICO","Country",4968
2488,"artistName2488","CHINA","Classical",4970
2489,"artistName2489","AUSTRALIA","Hip Hop",4972
2490,"artistName2490","MEXICO","Classical",4976
2491,"artistName2491","CHINA","Rock",4978
2492,"artistName2492","USA","Reggae",4982
2493,"artistName2493","MEXICO","Classical",4983
2494,"artistName2494","MEXICO","Jazz",4984
2495,"artistName2495","CANADA","Hip Hop",4985
2496,"artistName2496","GERMANY","Rock",4986
2497,"artistName2497","CANADA","Classical",4990
2498,"artistName2498","USA","Metal",4993
2499,"artistName2499","GERMANY","Metal",4994
2500,"artistName2500","USA","Jazz",4997
2501,"artistName2501","USA","Rock",4998
2502,"artistName2502","USA","Pop",4999
2503,"artistName2503","GERMANY","Metal",5001
2504,"artistName2504","CHINA","Country",5002
2505,"artistName2505","GERMANY","Hip Hop",5004
2506,"artistName2506","CANADA","Blues",5005
2507,"artistName2507","MEXICO","Electronic",5006
2508,"artistName2508","AUSTRALIA","Classical",5009
2509,"artistName2509","RUSSIA","Hip Hop",5010
2510,"artistName2510","AUSTRALIA","Reggae",5011
2511,"artistName2511","GERMANY","Metal",5012
2512,"artistName2512","CANADA","Reggae",5015
2513,"artistName2513","CANADA","Metal",5016
2514,"artistName2514","CHINA","Hip Hop",5018
2515,"artistName2515","MEXICO","Jazz",5021
2516,"artistName2516","RUSSIA","Pop",5023
2517,"artistName2517","GERMANY","Pop",5024
2518,"artistName2518","RUSSIA","Classical",5025
2519,"artistName2519","CANADA","Reggae",5026
2520,"artistName2520","AUSTRALIA","Reggae",5027
2521,"artistName2521","CHINA","Classical",5029
2522,"artistName2522","MEXICO","Hip Hop",5031
2523,"artistName2523","CHINA","Jazz",5032
2524,"artistName2524","RUSSIA","Reggae",5038
2525,"artistName2525","CHINA","Reggae",5039
2526,"artistName2526","CHINA","Rock",5040
2527,"artistName2527","CANADA","Classical",5041
2528,"artistName2528","MEXICO","Country",5043
2529,"artistName2529","MEXICO","Hip Hop",5045
2530,"artistName2530","MEXICO","Rock",5049
2531,"artistName2531","CANADA","Reggae",5050
2532,"artistName2532","AUSTRALIA","Electronic",5052
2533,"artistName2533","RUSSIA","Pop",5053
2534,"artistName2534","RUSSIA","Hip Hop",5054
2535,"artistName2535","USA","Hip Hop",5055
2536,"artistName2536","CHINA","Classical",5056
2537,"artistName2537","MEXICO","Pop",5057
2538,"artistName2538","GERMANY","Classical",5059
2539,"artistName2539","AUSTRALIA","Electronic",5061
2540,"artistName2540","RUSSIA","Blues",5063
2541,"artistName2541","AUSTRALIA","Metal",5064
2542,"artistName2542","RUSSIA","Metal",5066
2543,"artistName2543","AUSTRALIA","Rock",5067
2544,"artistName2544","GERMANY","Pop",5068
2545,"artistName2545","CHINA","Rock",5071
2546,"artistName2546","MEXICO","Reggae",5073
2547,"artistName2547","AUSTRALIA","Metal",5075
2548,"artistName2548","CHINA","Jazz",5076
2549,"artistName2549","RUSSIA","Rock",5077
2550,"artistName2550","USA","Jazz",5079
2551,"artistName2551","MEXICO","Pop",5081
2552,"artistName2552","RUSSIA","Metal",5085
2553,"artistName2553","GERMANY","Rock",5087
2554,"artistName2554","CANADA","Blues",5089
2555,"artistName2555","CHINA","Electronic",5103
2556,"artistName2556","GERMANY","Country",5105
2557,"artistName2557","RUSSIA","Metal",5106
2558,"artistName2558","MEXICO","Blues",5107
2559,"artistName2559","CANADA","Rock",5108
2560,"artistName2560","CANADA","Reggae",5110
2561,"artistName2561","MEXICO","Hip Hop",5111
2562,"artistName2562","RUSSIA","Reggae",5112
2563,"artistName2563","USA","Pop",5113
2564,"artistName2564","RUSSIA","Hip Hop",5115
2565,"artistName2565","USA","Blues",5122
2566,"artistName2566","GERMANY","Metal",5126
2567,"artistName2567","AUSTRALIA","Country",5128
2568,"artistName2568","MEXICO","Jazz",5131
2569,"artistName2569","CANADA","Pop",5133
2570,"artistName2570","CHINA","Classical",5135
2571,"artistName2571","GERMANY","Jazz",5136
2572,"artistName2572","MEXICO","Jazz",5137
2573,"artistName2573","USA","Metal",5138
2574,"artistName2574","USA","Jazz",5140
2575,"artistName2575","CANADA","Classical",5142
2576,"artistName2576","GERMANY","Electronic",5147
2577,"artistName2577","AUSTRALIA","Reggae",5148
2578,"artistName2578","GERMANY","Rock",5149
2579,"artistName2579","MEXICO","Hip Hop",5151
2580,"artistName2580","AUSTRALIA","Reggae",5152
2581,"artistName2581","MEXICO","Hip Hop",5153
2582,"artistName2582","USA","Metal",5157
2583,"artistName2583","USA","Reggae",5160
2584,"artistName2584","USA","Hip Hop",5161
2585,"artistName2585","AUSTRALIA","Metal",5163
2586,"artistName2586","CHINA","Jazz",5164
2587,"artistName2587","AUSTRALIA","Jazz",5165
2588,"artistName2588","RUSSIA","Metal",5169
2589,"artistName2589","GERMANY","Country",5170
2590,"artistName2590","CHINA","Hip Hop",5171
2591,"artistName2591","USA","Pop",5172
2592,"artistName2592","GERMANY","Hip Hop",5174
2593,"artistName2593","RUSSIA","Electronic",5179
2594,"artistName2594","GERMANY","Metal",5180
2595,"artistName2595","CANADA","Jazz",5181
2596,"artistName2596","AUSTRALIA","Pop",5183
2597,"artistName2597","GERMANY","Electronic",5185
2598,"artistName2598","USA","Jazz",5188
2599,"artistName2599","AUSTRALIA","Jazz",5191
2600,"artistName2600","GERMANY","Jazz",5194
2601,"artistName2601","USA","Metal",5196
2602,"artistName2602","USA","Pop",5197
2603,"artistName2603","CANADA","Country",5198
2604,"artistName2604","AUSTRALIA","Rock",5201
2605,"artistName2605","USA","Country",5202
2606,"artistName2606","USA","Electronic",5204
2607,"artistName2607","CANADA","Blues",5205
2608,"artistName2608","CHINA","Metal",5206
2609,"artistName2609","USA","Blues",5210
2610,"artistName2610","RUSSIA","Pop",5215
2611,"artistName2611","USA","Hip Hop",5216
2612,"artistName2612","AUSTRALIA","Jazz",5217
2613,"artistName2613","CANADA","Classical",5218
2614,"artistName2614","MEXICO","Jazz",5219
2615,"artistName2615","MEXICO","Country",5227
2616,"artistName2616","GERMANY","Electronic",5229
2617,"artistName2617","GERMANY","Hip Hop",5233
2618,"artistName2618","MEXICO","Electronic",5234
2619,"artistName2619","RUSSIA","Classical",5237
2620,"artistName2620","MEXICO","Blues",5238
2621,"artistName2621","MEXICO","Rock",5239
2622,"artistName2622","CHINA","Electronic",5243
2623,"artistName2623","MEXICO","Hip Hop",5247
2624,"artistName2624","RUSSIA","Classical",5253
2625,"artistName2625","GERMANY","Rock",5255
2626,"artistName2626","USA","Pop",5257
2627,"artistName2627","AUSTRALIA","Reggae",5260
2628,"artistName2628","CHINA","Jazz",5269
2629,"artistName2629","USA","Pop",5272
2630,"artistName2630","GERMANY","Rock",5275
2631,"artistName2631","RUSSIA","Pop",5276
2632,"artistName2632","CHINA","Rock",5277
2633,"artistName2633","CHINA","Classical",5280
2634,"artistName2634","AUSTRALIA","Hip Hop",5283
2635,"artistName2635","AUSTRALIA","Blues",5287
2636,"artistName2636","CANADA","Blues",5288
2637,"artistName2637","USA","Electronic",5290
2638,"artistName2638","CHINA","Jazz",5291
2639,"artistName2639","CHINA","Rock",5293
2640,"artistName2640","GERMANY","Jazz",5295
2641,"artistName2641","GERMANY","Country",5296
2642,"artistName2642","CANADA","Electronic",5297
2643,"artistName2643","CHINA","Reggae",5299
2644,"artistName2644","CANADA","Hip Hop",5300
2645,"artistName2645","AUSTRALIA","Reggae",5302
2646,"artistName2646","AUSTRALIA","Country",5307
2647,"artistName2647","CANADA","Reggae",5309
2648,"artistName2648","CHINA","Rock",5317
2649,"artistName2649","RUSSIA","Metal",5322
2650,"artistName2650","AUSTRALIA","Pop",5323
2651,"artistName2651","CANADA","Jazz",5324
2652,"artistName2652","MEXICO","Rock",5326
2653,"artistName2653","USA","Blues",5327
2654,"artistName2654","USA","Reggae",5328
2655,"artistName2655","MEXICO","Rock",5331
2656,"artistName2656","USA","Jazz",5335
2657,"artistName2657","USA","Rock",5336
2658,"artistName2658","RUSSIA","Reggae",5337
2659,"artistName2659","USA","Pop",5338
2660,"artistName2660","RUSSIA","Reggae",5345
2661,"artistName2661","MEXICO","Pop",5347
2662,"artistName2662","GERMANY","Hip Hop",5348
2663,"artistName2663","RUSSIA","Pop",5349
2664,"artistName2664","CANADA","Metal",5352
2665,"artistName2665","CANADA","Country",5353
2666,"artistName2666","MEXICO","Hip Hop",5355
2667,"artistName2667","CHINA","Rock",5358
2668,"artistName2668","CHINA","Rock",5365
2669,"artistName2669","USA","Rock",5366
2670,"artistName2670","AUSTRALIA","Pop",5367
2671,"artistName2671","RUSSIA","Hip Hop",5369
2672,"artistName2672","AUSTRALIA","Rock",5370
2673,"artistName2673","MEXICO","Classical",5373
2674,"artistName2674","USA","Jazz",5375
2675,"artistName2675","GERMANY","Reggae",5376
2676,"artistName2676","RUSSIA","Rock",5378
2677,"artistName2677","GERMANY","Classical",5381
2678,"artistName2678","MEXICO","Blues",5386
2679,"artistName2679","USA","Electronic",5390
2680,"artistName2680","MEXICO","Jazz",5392
2681,"artistName2681","USA","Pop",5394
2682,"artistName2682","CHINA","Electronic",5395
2683,"artistName2683","MEXICO","Classical",5396
2684,"artistName2684","AUSTRALIA","Jazz",5397
2685,"artistName2685","RUSSIA","Hip Hop",5400
2686,"artistName2686","CANADA","Classical",5404
2687,"artistName2687","RUSSIA","Pop",5406
2688,"artistName2688","AUSTRALIA","Electronic",5408
2689,"artistName2689","CANADA","Hip Hop",5410
2690,"artistName2690","CANADA","Metal",5412
2691,"artistName2691","CANADA","Jazz",5418
2692,"artistName2692","MEXICO","Reggae",5419
2693,"artistName2693","RUSSIA","Reggae",5422
2694,"artistName2694","CANADA","Classical",5424
2695,"artistName2695","USA","Electronic",5425
2696,"artistName2696","AUSTRALIA","Pop",5427
2697,"artistName2697","USA","Pop",5428
2698,"artistName2698","GERMANY","Blues",5429
2699,"artistName2699","MEXICO","Hip Hop",5434
2700,"artistName2700","CANADA","Blues",5435
2701,"artistName2701","CANADA","Jazz",5439
2702,"artistName2702","MEXICO","Reggae",5442
2703,"artistName2703","AUSTRALIA","Reggae",5443
2704,"artistName2704","CANADA","Country",5444
2705,"artistName2705","CANADA","Country",5445
2706,"artistName2706","USA","Country",5446
2707,"artistName2707","AUSTRALIA","Classical",5448
2708,"artistName2708","AUSTRALIA","Blues",5449
2709,"artistName2709","CANADA","Electronic",5450
2710,"artistName2710","USA","Jazz",5452
2711,"artistName2711","MEXICO","Classical",5454
2712,"artistName2712","USA","Blues",5456
2713,"artistName2713","USA","Blues",5457
2714,"artistName2714","CANADA","Metal",5458
2715,"artistName2715","MEXICO","Hip Hop",5462
2716,"artistName2716","CANADA","Classical",5469
2717,"artistName2717","RUSSIA","Blues",5471
2718,"artistName2718","MEXICO","Metal",5473
2719,"artistName2719","GERMANY","Classical",5475
2720,"artistName2720","AUSTRALIA","Country",5480
2721,"artistName2721","CHINA","Reggae",5486
2722,"artistName2722","USA","Reggae",5488
2723,"artistName2723","CHINA","Rock",5489
2724,"artistName2724","USA","Classical",5490
2725,"artistName2725","CHINA","Pop",5491
2726,"artistName2726","CHINA","Reggae",5497
2727,"artistName2727","MEXICO","Blues",5499
2728,"artistName2728","CHINA","Country",5500
2729,"artistName2729","GERMANY","Electronic",5501
2730,"artistName2730","GERMANY","Reggae",5505
2731,"artistName2731","GERMANY","Metal",5506
2732,"artistName2732","RUSSIA","Classical",5510
2733,"artistName2733","CANADA","Jazz",5512
2734,"artistName2734","MEXICO","Reggae",5516
2735,"artistName2735","USA","Jazz",5517
2736,"artistName2736","CANADA","Hip Hop",5520
2737,"artistName2737","USA","Jazz",5522
2738,"artistName2738","RUSSIA","Classical",5524
2739,"artistName2739","CHINA","Jazz",5526
2740,"artistName2740","GERMANY","Electronic",5527
2741,"artistName2741","RUSSIA","Hip Hop",5529
2742,"artistName2742","RUSSIA","Rock",5530
2743,"artistName2743","RUSSIA","Classical",5536
2744,"artistName2744","MEXICO","Metal",5538
2745,"artistName2745","CHINA","Rock",5539
2746,"artistName2746","CANADA","Jazz",5540
2747,"artistName2747","USA","Country",5541
2748,"artistName2748","GERMANY","Jazz",5542
2749,"artistName2749","RUSSIA","Jazz",5543
2750,"artistName2750","AUSTRALIA","Classical",5545
2751,"artistName2751","MEXICO","Pop",5546
2752,"artistName2752","GERMANY","Country",5547
2753,"artistName2753","USA","Hip Hop",5551
2754,"artistName2754","AUSTRALIA","Blues",5552
2755,"artistName2755","CHINA","Electronic",5556
2756,"artistName2756","AUSTRALIA","Country",5557
2757,"artistName2757","USA","Electronic",5558
2758,"artistName2758","USA","Metal",5559
2759,"artistName2759","GERMANY","Electronic",5561
2760,"artistName2760","USA","Classical",5562
2761,"artistName2761","MEXICO","Blues",5563
2762,"artistName2762","GERMANY","Rock",5565
2763,"artistName2763","MEXICO","Metal",5567
2764,"artistName2764","GERMANY","Hip Hop",5570
2765,"artistName2765","USA","Electronic",5572
2766,"artistName2766","USA","Electronic",5573
2767,"artistName2767","RUSSIA","Blues",5574
2768,"artistName2768","RUSSIA","Metal",5576
2769,"artistName2769","CHINA","Pop",5577
2770,"artistName2770","CHINA","Country",5578
2771,"artistName2771","RUSSIA","Rock",5583
2772,"artistName2772","CHINA","Jazz",5584
2773,"artistName2773","MEXICO","Electronic",5587
2774,"artistName2774","RUSSIA","Jazz",5591
2775,"artistName2775","GERMANY","Rock",5593
2776,"artistName2776","MEXICO","Hip Hop",5595
2777,"artistName2777","MEXICO","Country",5597
2778,"artistName2778","MEXICO","Classical",5598
2779,"artistName2779","RUSSIA","Pop",5604
2780,"artistName2780","CANADA","Reggae",5605
2781,"artistName2781","AUSTRALIA","Country",5606
2782,"artistName2782","MEXICO","Hip Hop",5607
2783,"artistName2783","GERMANY","Jazz",5608
2784,"artistName2784","GERMANY","Rock",5610
2785,"artistName2785","USA","Electronic",5612
2786,"artistName2786","GERMANY","Blues",5614
2787,"artistName2787","CANADA","Metal",5626
2788,"artistName2788","AUSTRALIA","Reggae",5628
2789,"artistName2789","CANADA","Classical",5630
2790,"artistName2790","GERMANY","Blues",5632
2791,"artistName2791","CANADA","Pop",5633
2792,"artistName2792","RUSSIA","Classical",5634
2793,"artistName2793","GERMANY","Metal",5635
2794,"artistName2794","GERMANY","Hip Hop",5636
2795,"artistName2795","RUSSIA","Classical",5637
2796,"artistName2796","MEXICO","Hip Hop",5642
2797,"artistName2797","CHINA","Jazz",5643
2798,"artistName2798","GERMANY","Metal",5644
2799,"artistName2799","CHINA","Classical",5649
2800,"artistName2800","MEXICO","Metal",5651
2801,"artistName2801","USA","Country",5654
2802,"artistName2802","CANADA","Reggae",5656
2803,"artistName2803","AUSTRALIA","Metal",5657
2804,"artistName2804","MEXICO","Rock",5658
2805,"artistName2805","RUSSIA","Rock",5659
2806,"artistName2806","CHINA","Country",5661
2807,"artistName2807","AUSTRALIA","Electronic",5665
2808,"artistName2808","AUSTRALIA","Country",5671
2809,"artistName2809","MEXICO","Blues",5673
2810,"artistName2810","CANADA","Reggae",5675
2811,"artistName2811","CHINA","Rock",5678
2812,"artistName2812","AUSTRALIA","Jazz",5679
2813,"artistName2813","CHINA","Pop",5681
2814,"artistName2814","AUSTRALIA","Classical",5684
2815,"artistName2815","CANADA","Pop",5685
2816,"artistName2816","GERMANY","Rock",5687
2817,"artistName2817","CHINA","Electronic",5690
2818,"artistName2818","RUSSIA","Pop",5692
2819,"artistName2819","CANADA","Classical",5696
2820,"artistName2820","AUSTRALIA","Pop",5697
2821,"artistName2821","CANADA","Rock",5698
2822,"artistName2822","USA","Electronic",5700
2823,"artistName2823","CANADA","Country",5701
2824,"artistName2824","GERMANY","Classical",5704
2825,"artistName2825","AUSTRALIA","Electronic",5705
2826,"artistName2826","USA","Electronic",5706
2827,"artistName2827","CANADA","Metal",5707
2828,"artistName2828","CHINA","Reggae",5709
2829,"artistName2829","MEXICO","Country",5711
2830,"artistName2830","CANADA","Electronic",5717
2831,"artistName2831","MEXICO","Country",5718
2832,"artistName2832","USA","Rock",5719
2833,"artistName2833","CHINA","Reggae",5720
2834,"artistName2834","CANADA","Pop",5721
2835,"artistName2835","MEXICO","Classical",5722
2836,"artistName2836","CHINA","Rock",5724
2837,"artistName2837","RUSSIA","Pop",5726
2838,"artistName2838","CANADA","Blues",5727
2839,"artistName2839","AUSTRALIA","Classical",5728
2840,"artistName2840","CANADA","Rock",5731
2841,"artistName2841","AUSTRALIA","Rock",5735
2842,"artistName2842","CHINA","Metal",5736
2843,"artistName2843","MEXICO","Reggae",5739
2844,"artistName2844","USA","Country",5740
2845,"artistName2845","MEXICO","Pop",5741
2846,"artistName2846","AUSTRALIA","Hip Hop",5744
2847,"artistName2847","MEXICO","Rock",5745
2848,"artistName2848","RUSSIA","Electronic",5747
2849,"artistName2849","MEXICO","Country",5749
2850,"artistName2850","CHINA","Electronic",5752
2851,"artistName2851","GERMANY","Rock",5753
2852,"artistName2852","CHINA","Metal",5754
2853,"artistName2853","USA","Classical",5756
2854,"artistName2854","MEXICO","Classical",5757
2855,"artistName2855","AUSTRALIA","Hip Hop",5758
2856,"artistName2856","USA","Jazz",5760
2857,"artistName2857","USA","Electronic",5761
2858,"artistName2858","MEXICO","Electronic",5762
2859,"artistName2859","CHINA","Country",5766
2860,"artistName2860","USA","Hip Hop",5770
2861,"artistName2861","CANADA","Metal",5772
2862,"artistName2862","USA","Country",5775
2863,"artistName2863","GERMANY","Blues",5777
2864,"artistName2864","GERMANY","Electronic",5781
2865,"artistName2865","AUSTRALIA","Rock",5782
2866,"artistName2866","USA","Country",5790
2867,"artistName2867","MEXICO","Jazz",5793
2868,"artistName2868","MEXICO","Jazz",5794
2869,"artistName2869","CHINA","Rock",5796
2870,"artistName2870","CANADA","Metal",5797
2871,"artistName2871","AUSTRALIA","Blues",5800
2872,"artistName2872","RUSSIA","Hip Hop",5801
2873,"artistName2873","RUSSIA","Pop",5804
2874,"artistName2874","CANADA","Jazz",5807
2875,"artistName2875","RUSSIA","Rock",5809
2876,"artistName2876","MEXICO","Blues",5810
2877,"artistName2877","MEXICO","Reggae",5813
2878,"artistName2878","USA","Pop",5815
2879,"artistName2879","MEXICO","Country",5817
2880,"artistName2880","CHINA","Pop",5820
2881,"artistName2881","CANADA","Blues",5822
2882,"artistName2882","GERMANY","Reggae",5825
2883,"artistName2883","MEXICO","Rock",5830
2884,"artistName2884","MEXICO","Reggae",5836
2885,"artistName2885","RUSSIA","Hip Hop",5838
2886,"artistName2886","GERMANY","Metal",5839
2887,"artistName2887","CANADA","Metal",5840
2888,"artistName2888","GERMANY","Electronic",5841
2889,"artistName2889","CANADA","Hip Hop",5842
2890,"artistName2890","RUSSIA","Blues",5843
2891,"artistName2891","RUSSIA","Classical",5845
2892,"artistName2892","RUSSIA","Rock",5847
2893,"artistName2893","USA","Electronic",5848
2894,"artistName2894","CHINA","Metal",5852
2895,"artistName2895","CANADA","Blues",5854
2896,"artistName2896","RUSSIA","Electronic",5855
2897,"artistName2897","USA","Pop",5858
2898,"artistName2898","RUSSIA","Country",5859
2899,"artistName2899","USA","Country",5860
2900,"artistName2900","AUSTRALIA","Classical",5861
2901,"artistName2901","CHINA","Pop",5870
2902,"artistName2902","GERMANY","Electronic",5871
2903,"artistName2903","RUSSIA","Country",5873
2904,"artistName2904","MEXICO","Electronic",5874
2905,"artistName2905","AUSTRALIA","Metal",5876
2906,"artistName2906","AUSTRALIA","Electronic",5877
2907,"artistName2907","CANADA","Hip Hop",5884
2908,"artistName2908","CHINA","Blues",5886
2909,"artistName2909","GERMANY","Pop",5889
2910,"artistName2910","USA","Hip Hop",5891
2911,"artistName2911","USA","Electronic",5893
2912,"artistName2912","RUSSIA","Country",5897
2913,"artistName2913","CANADA","Rock",5898
2914,"artistName2914","USA","Metal",5900
2915,"artistName2915","GERMANY","Country",5901
2916,"artistName2916","RUSSIA","Jazz",5902
2917,"artistName2917","RUSSIA","Rock",5904
2918,"artistName2918","CHINA","Rock",5906
2919,"artistName2919","RUSSIA","Pop",5907
2920,"artistName2920","CHINA","Country",5908
2921,"artistName2921","RUSSIA","Rock",5910
2922,"artistName2922","USA","Pop",5911
2923,"artistName2923","AUSTRALIA","Hip Hop",5912
2924,"artistName2924","GERMANY","Blues",5914
2925,"artistName2925","RUSSIA","Metal",5918
2926,"artistName2926","CANADA","Country",5920
2927,"artistName2927","MEXICO","Blues",5921
2928,"artistName2928","CANADA","Rock",5927
2929,"artistName2929","GERMANY","Jazz",5931
2930,"artistName2930","CHINA","Electronic",5932
2931,"artistName2931","GERMANY","Metal",5938
2932,"artistName2932","MEXICO","Electronic",5939
2933,"artistName2933","CANADA","Jazz",5941
2934,"artistName2934","CANADA","Hip Hop",5942
2935,"artistName2935","RUSSIA","Jazz",5945
2936,"artistName2936","MEXICO","Pop",5948
2937,"artistName2937","CHINA","Reggae",5949
2938,"artistName2938","RUSSIA","Pop",5950
2939,"artistName2939","AUSTRALIA","Jazz",5952
2940,"artistName2940","AUSTRALIA","Blues",5953
2941,"artistName2941","USA","Classical",5954
2942,"artistName2942","AUSTRALIA","Blues",5960
2943,"artistName2943","GERMANY","Jazz",5962
2944,"artistName2944","GERMANY","Jazz",5963
2945,"artistName2945","GERMANY","Blues",5964
2946,"artistName2946","MEXICO","Classical",5966
2947,"artistName2947","AUSTRALIA","Pop",5968
2948,"artistName2948","AUSTRALIA","Classical",5969
2949,"artistName2949","GERMANY","Metal",5971
2950,"artistName2950","GERMANY","Hip Hop",5972
2951,"artistName2951","MEXICO","Rock",5973
2952,"artistName2952","MEXICO","Metal",5974
2953,"artistName2953","CHINA","Classical",5979
2954,"artistName2954","MEXICO","Classical",5981
2955,"artistName2955","MEXICO","Classical",5983
2956,"artistName2956","RUSSIA","Hip Hop",5987
2957,"artistName2957","MEXICO","Classical",5991
2958,"artistName2958","GERMANY","Classical",5995
2959,"artistName2959","CANADA","Metal",5996
2960,"artistName2960","GERMANY","Rock",5998
2961,"artistName2961","CHINA","Jazz",5999
2962,"artistName2962","GERMANY","Classical",6000
2963,"artistName2963","GERMANY","Electronic",6001
2964,"artistName2964","CHINA","Blues",6002
2965,"artistName2965","USA","Pop",6004
2966,"artistName2966","CHINA","Jazz",6005
2967,"artistName2967","GERMANY","Blues",6007
2968,"artistName2968","MEXICO","Hip Hop",6010
2969,"artistName2969","CANADA","Country",6012
2970,"artistName2970","GERMANY","Hip Hop",6013
2971,"artistName2971","CANADA","Metal",6014
2972,"artistName2972","MEXICO","Country",6015
2973,"artistName2973","MEXICO","Reggae",6016
2974,"artistName2974","MEXICO","Reggae",6018
2975,"artistName2975","RUSSIA","Classical",6019
2976,"artistName2976","MEXICO","Jazz",6021
2977,"artistName2977","MEXICO","Rock",6022
2978,"artistName2978","GERMANY","Metal",6023
2979,"artistName2979","GERMANY","Electronic",6024
2980,"artistName2980","CHINA","Pop",6029
2981,"artistName2981","MEXICO","Rock",6032
2982,"artistName2982","GERMANY","Blues",6037
2983,"artistName2983","GERMANY","Jazz",6040
2984,"artistName2984","RUSSIA","Metal",6042
2985,"artistName2985","AUSTRALIA","Country",6044
2986,"artistName2986","CANADA","Electronic",6050
2987,"artistName2987","AUSTRALIA","Classical",6051
2988,"artistName2988","AUSTRALIA","Blues",6055
2989,"artistName2989","MEXICO","Classical",6060
2990,"artistName2990","GERMANY","Electronic",6061
2991,"artistName2991","USA","Hip Hop",6066
